family_key	headword	members
aposta	aposta	aposta | apostas
aprendeu	aprendeu	aprendeu
assalto	assalto	assalto
bento	bento	bento
bernardo	bernardo	bernardo
bombeiro	bombeiros	bombeiros
caramba	caramba	caramba
chegado	chegado	chegado
chegue	chegue	chegue
científico	científico	científico | científicos
cola	cola	cola
começamo	começamos	começamos
desastre	desastre	desastre
down	down	down
duplo	duplo	duplo
elizabeth	elizabeth	elizabeth
estupro	estupro	estupro
estágio	estágio	estágio
exibição	exibição	exibição
fernanda	fernanda	fernanda
fi	fi	fi
fruto	fruto	fruto | frutos
garganta	garganta	garganta
gravidade	gravidade	gravidade
green	green	green
incríveis	incríveis	incríveis
inscrição	inscrição	inscrição
int	inter	inter
jone	jones	jones
julia	julia	julia
libertadore	libertadores	libertadores
lobo	lobo	lobo | lobos
mac	mac	mac
mateus	mateus	mateus
mecanismo	mecanismo	mecanismo | mecanismos
monteiro	monteiro	monteiro
necessariamente	necessariamente	necessariamente
normais	normais	normais
ofereceu	ofereceu	ofereceu
passava	passava	passava
percurso	percurso	percurso
policia	policia	policia
polêmica	polêmica	polêmica
possamo	possamos	possamos
prefere	prefere	prefere
prevenção	prevenção	prevenção
proibido	proibido	proibido
reputação	reputação	reputação
restante	restante	restante | restantes
rita	rita	rita
sagrado	sagrado	sagrado
secretária	secretária	secretária
semi	semi	semi
serviu	serviu	serviu
suposto	suposto	suposto
tivessem	tivessem	tivessem
tragédia	tragédia	tragédia
vende	vende	vende
ácido	ácido	ácido
africana	africana	africana | africanas
amanda	amanda	amanda
aranha	aranha	aranha
bandido	bandidos	bandidos | bandido
bbc	bbc	bbc
buraco	buraco	buraco | buracos
celebração	celebração	celebração
coloni	colonial	colonial
comunicar	comunicar	comunicar
concorda	concorda	concorda
cont	conter	conter
correspondente	correspondente	correspondente | correspondentes
costume	costume	costume | costumes
dama	dama	dama
defendeu	defendeu	defendeu
definir	definir	definir
dependendo	dependendo	dependendo
descansar	descansar	descansar
descoberto	descoberto	descoberto
determinada	determinada	determinada | determinadas
edward	edward	edward
eliminação	eliminação	eliminação
empregado	empregados	empregados | empregado
entendem	entendem	entendem
equad	equador	equador
escutar	escutar	escutar
estarem	estarem	estarem
excelência	excelência	excelência
facilitar	facilitar	facilitar
fechamento	fechamento	fechamento
fingir	fingir	fingir
furacão	furacão	furacão
gasto	gastos	gastos | gasto
grêmio	grêmio	grêmio
ingresso	ingressos	ingressos | ingresso
inicia	inicia	inicia
integr	integral	integral
iphone	iphone	iphone
jurídica	jurídica	jurídica
juíze	juízes	juízes
legado	legado	legado
legislativa	legislativa	legislativa | legislativas
legislativo	legislativo	legislativo
lembrança	lembranças	lembranças | lembrança
lembrou	lembrou	lembrou
min	min	min | mineral
moçambique	moçambique	moçambique
mudaram	mudaram	mudaram
multa	multa	multa
nave	nave	nave
paraíba	paraíba	paraíba
particulare	particulares	particulares
perca	perca	perca
permitem	permitem	permitem
permitido	permitido	permitido
pimenta	pimenta	pimenta
plástico	plástico	plástico
pouquinho	pouquinho	pouquinho
produzida	produzida	produzida | produzidas
prometeu	prometeu	prometeu
protocolo	protocolo	protocolo
raiz	raiz	raiz
recusou	recusou	recusou
redação	redação	redação
remédio	remédio	remédio | remédios
revelar	revelar	revelar
rose	rose	rose
saíram	saíram	saíram
senta	senta	senta
smith	smith	smith
séria	séria	séria
tesouro	tesouro	tesouro
todavia	todavia	todavia
what	what	what
wilson	wilson	wilson
ás	ás	ás
afirmar	afirmar	afirmar
amazona	amazonas	amazonas
atinge	atinge	atinge
biologia	biologia	biologia
calar	calar	calar
caminhada	caminhada	caminhada
carbono	carbono	carbono
circular	circular	circular
comprimento	comprimento	comprimento
comunicado	comunicado	comunicado
conhecemo	conhecemos	conhecemos
conhecia	conhecia	conhecia
contam	contam	contam
contendo	contendo	contendo
corta	corta	corta
country	country	country
decorr	decorrer	decorrer
descreveu	descreveu	descreveu
descubra	descubra	descubra
despesa	despesas	despesas
duvido	duvido	duvido
educacion	educacional	educacional
eixo	eixo	eixo
embaixad	embaixador	embaixador
emy	emily	emily
espiritu	espiritual	espiritual
esquecido	esquecido	esquecido
estacionamento	estacionamento	estacionamento
ganhei	ganhei	ganhei
good	good	good
herança	herança	herança
informa	informa	informa | information
iniciais	iniciais	iniciais
interação	interação	interação
mala	mala	mala | malas
manoel	manoel	manoel
melo	melo	melo
milho	milho	milho
paisagem	paisagem	paisagem
pan	pan	pan
parecido	parecido	parecido
parente	parentes	parentes | parente
percepção	percepção	percepção
pesca	pesca	pesca
popularidade	popularidade	popularidade
pp	pp	pp
prepara	prepara	prepara
presidenci	presidencial	presidencial
pôde	pôde	pôde
quinto	quinto	quinto
raro	raro	raro | raros
reaçõe	reações	reações
relevante	relevante	relevante | relevantes
resenha	resenha	resenha
respectivamente	respectivamente	respectivamente
rog	roger	roger
rui	rui	rui
senhore	senhores	senhores
significativa	significativa	significativa
sofrendo	sofrendo	sofrendo
solidariedade	solidariedade	solidariedade
suíça	suíça	suíça
tomé	tomé	tomé
trabalhad	trabalhador	trabalhador
unha	unhas	unhas
violação	violação	violação
vizinhança	vizinhança	vizinhança
abuso	abuso	abuso
aceitou	aceitou	aceitou
acontecerá	acontecerá	acontecerá
acorda	acorda	acorda
aguentar	aguentar	aguentar
american	american	american
assassino	assassino	assassino | assassinos
brazil	brazil	brazil
cabr	cabral	cabral
caindo	caindo	caindo
campina	campinas	campinas
chato	chato	chato
chorando	chorando	chorando
cigarro	cigarro	cigarro
clipe	clipe	clipe
conseguido	conseguido	conseguido
conseguindo	conseguindo	conseguindo
coordenad	coordenador	coordenador
corred	corredor	corredor
crer	crer	crer
curioso	curioso	curioso
dedicada	dedicada	dedicada
desc	descer	descer
desespero	desespero	desespero
divertido	divertido	divertido
dragão	dragão	dragão
eficaz	eficaz	eficaz
ensina	ensina	ensina
específica	específica	específica | específicas
estabelecido	estabelecido	estabelecido | estabelecidos
estável	estável	estável
evidente	evidente	evidente
exato	exato	exato
exp	expor	expor
expressar	expressar	expressar
felizmente	felizmente	felizmente
finança	finanças	finanças
fred	fred	fred
fumar	fumar	fumar
gilberto	gilberto	gilberto
guimarãe	guimarães	guimarães
homicídio	homicídio	homicídio | homicídios
inscriçõe	inscrições	inscrições
intensidade	intensidade	intensidade
jane	jane	jane
japonese	japoneses	japoneses
last	last	last
leu	leu	leu
lisa	lisa	lisa
mantido	mantido	mantido | mantidos
motore	motores	motores
muro	muro	muro | muros
ocorrem	ocorrem	ocorrem
ocupar	ocupar	ocupar
precisamente	precisamente	precisamente
preocupada	preocupada	preocupada
pressa	pressa	pressa
profundidade	profundidade	profundidade
recado	recado	recado
record	record	record
sensível	sensível	sensível
soubesse	soubesse	soubesse
tecido	tecido	tecido | tecidos
tentam	tentam	tentam
tentaram	tentaram	tentaram
tomei	tomei	tomei
tranquilo	tranquilo	tranquilo
transmitir	transmitir	transmitir
tribo	tribo	tribo | tribos
vaca	vaca	vaca
aborto	aborto	aborto
adequado	adequado	adequado
admitir	admitir	admitir
afirmando	afirmando	afirmando
age	age	age
anime	anime	anime
anuncia	anuncia	anuncia
app	app	app
asa	asas	asas | asa
assistindo	assistindo	assistindo
aéreo	aéreo	aéreo
bad	bad	bad
bebe	bebe	bebe
berlim	berlim	berlim
bolívia	bolívia	bolívia
canta	canta	canta
carolina	carolina	carolina
celebrar	celebrar	celebrar
celulare	celulares	celulares
cobrir	cobrir	cobrir
con	con	con
conduzir	conduzir	conduzir
confirmar	confirmar	confirmar
continuidade	continuidade	continuidade
convenc	convencer	convencer
cu	cu	cu
culto	culto	culto
declaraçõe	declarações	declarações
definido	definido	definido | definidos
doação	doação	doação
eh	eh	eh
espaci	espacial	espacial
estive	estive	estive
exerc	exercer	exercer
feio	feio	feio
ferido	feridos	feridos | ferido
filipe	filipe	filipe
fisc	fiscal	fiscal
gratuito	gratuito	gratuito | gratuitos
imaginação	imaginação	imaginação
intenso	intenso	intenso
jim	jim	jim
jogada	jogada	jogada
judiciário	judiciário	judiciário
jurídico	jurídico	jurídico
juízo	juízo	juízo
kel	kelly	kelly
lgbt	lgbt	lgbt
luze	luzes	luzes
mix	mix	mix
mo	mo	mo
motivação	motivação	motivação
mt	mt	mt
musicais	musicais	musicais
nomeadamente	nomeadamente	nomeadamente
obteve	obteve	obteve
operacion	operacional	operacional
parlamentare	parlamentares	parlamentares
perguntei	perguntei	perguntei
petrobra	petrobras	petrobras
pizza	pizza	pizza
premiação	premiação	premiação
prevê	prevê	prevê
prometo	prometo	prometo
reclamar	reclamar	reclamar
salve	salve	salve
seco	seco	seco
servid	servidor	servidor
sexy	sexy	sexy
sorteio	sorteio	sorteio
teixeira	teixeira	teixeira
tornado	tornado	tornado
tínhamo	tínhamos	tínhamos
utilizam	utilizam	utilizam
vendido	vendidos	vendidos | vendido
visível	visível	visível
voar	voar	voar
voltaram	voltaram	voltaram
vêem	vêem	vêem
acesse	acesse	acesse
acreditamo	acreditamos	acreditamos
adianta	adianta	adianta
adicion	adicional	adicional
afro	afro	afro
amarela	amarela	amarela
animado	animado	animado | animados
aquecimento	aquecimento	aquecimento
atende	atende	atende
belém	belém	belém
benfica	benfica	benfica
caio	caio	caio
caminhar	caminhar	caminhar
carl	carl	carl
chinese	chineses	chineses
citado	citado	citado | citados
colaboradore	colaboradores	colaboradores
conceição	conceição	conceição
concluiu	concluiu	concluiu
confesso	confesso	confesso
confirmado	confirmado	confirmado
contacto	contacto	contacto
coordenação	coordenação	coordenação
crescendo	crescendo	crescendo
cuida	cuida	cuida
decidiram	decidiram	decidiram
delegado	delegado	delegado | delegados
depoimento	depoimento	depoimento | depoimentos
determinação	determinação	determinação
diana	diana	diana
encerramento	encerramento	encerramento
escolhe	escolhe	escolhe
estat	estatal	estatal
expressa	expressa	expressa
fumaça	fumaça	fumaça
gordo	gordo	gordo
gritando	gritando	gritando
group	group	group
houvesse	houvesse	houvesse
iam	iam	iam
ignorar	ignorar	ignorar
indicam	indicam	indicam
informado	informado	informado
inocente	inocente	inocente | inocentes
inovação	inovação	inovação
levo	levo	levo
lib	liberal	liberal
ligando	ligando	ligando
ligou	ligou	ligou
merecem	merecem	merecem
miranda	miranda	miranda
negativa	negativa	negativa | negativas
ocorreram	ocorreram	ocorreram
pablo	pablo	pablo
passamo	passamos	passamos
patrick	patrick	patrick
pdf	pdf	pdf
promove	promove	promove
provocar	provocar	provocar
regresso	regresso	regresso
resulta	resulta	resulta
rodovia	rodovia	rodovia | rodovias
ryan	ryan	ryan
semestre	semestre	semestre
seminário	seminário	seminário
servidore	servidores	servidores
sofrem	sofrem	sofrem
subiu	subiu	subiu
suco	suco	suco
sérvia	sérvia	sérvia
texa	texas	texas
tome	tome	tome
ue	ue	ue
vantagen	vantagens	vantagens
vereadore	vereadores	vereadores
vicente	vicente	vicente
voluntário	voluntários	voluntários | voluntário
white	white	white
acadêmico	acadêmicos	acadêmicos | acadêmico
adicionais	adicionais	adicionais
adversário	adversário	adversário | adversários
alô	alô	alô
ando	ando	ando
andrew	andrew	andrew
argentino	argentino	argentino
atacante	atacante	atacante
atração	atração	atração
bloqueio	bloqueio	bloqueio
camada	camada	camada | camadas
camila	camila	camila
coleta	coleta	coleta
comece	comece	comece
concerto	concerto	concerto | concertos
confio	confio	confio
considerou	considerou	considerou
conversando	conversando	conversando
crença	crença	crença | crenças
dará	dará	dará
deficiência	deficiência	deficiência
dimensõe	dimensões	dimensões
dividido	dividido	dividido | divididos
doutorado	doutorado	doutorado
doutrina	doutrina	doutrina
empate	empate	empate
envie	envie	envie
exigência	exigências	exigências | exigência
faca	faca	faca
fazerem	fazerem	fazerem
fecha	fecha	fecha
funcionando	funcionando	funcionando
garante	garante	garante
garrafa	garrafa	garrafa | garrafas
get	get	get | got
geórgia	geórgia	geórgia
giro	giro	giro
gonçalve	gonçalves	gonçalves
gravidez	gravidez	gravidez
grito	grito	grito | gritos
gráfico	gráfico	gráfico | gráficos
guerreiro	guerreiro	guerreiro | guerreiros
havendo	havendo	havendo
historia	historia	historia
il	il	il
imediata	imediata	imediata
impede	impede	impede
importo	importo	importo
instante	instante	instante
joaquim	joaquim	joaquim
johnny	johnny	johnny
justin	justin	justin
lido	lido	lido
lucro	lucro	lucro | lucros
lábio	lábios	lábios
mandado	mandado	mandado
meado	meados	meados
medicamento	medicamentos	medicamentos | medicamento
notar	notar	notar
participa	participa	participa
participando	participando	participando
pegando	pegando	pegando
permitiu	permitiu	permitiu
pesada	pesada	pesada | pesadas
pesquisar	pesquisar	pesquisar
protagonista	protagonista	protagonista | protagonistas
péssimo	péssimo	péssimo
quebrou	quebrou	quebrou
quinze	quinze	quinze
rapaze	rapazes	rapazes
sabedoria	sabedoria	sabedoria
sao	sao	sao
semente	sementes	sementes
similare	similares	similares
sobe	sobe	sobe
sobrevivente	sobreviventes	sobreviventes
son	sons	sons | son
sport	sport	sport | sporting
sujo	sujo	sujo
telecomunicaçõe	telecomunicações	telecomunicações
unir	unir	unir
vivia	vivia	vivia
way	way	way
west	west	west
acordado	acordado	acordado
ajudam	ajudam	ajudam
alagoa	alagoas	alagoas
alemã	alemã	alemã
amam	amam	amam
anunciar	anunciar	anunciar
eat	ate	ate
borge	borges	borges
campeõe	campeões	campeões
captura	captura	captura
cemitério	cemitério	cemitério
civilização	civilização	civilização
coincidência	coincidência	coincidência
colar	colar	colar
compre	compre	compre
computação	computação	computação
comédia	comédia	comédia
consiga	consiga	consiga
conte	conte	conte
coreia	coreia	coreia
corresponde	corresponde	corresponde
costuma	costuma	costuma
desenvolveu	desenvolveu	desenvolveu
diretoria	diretoria	diretoria
divulgou	divulgou	divulgou
documentação	documentação	documentação
elevada	elevada	elevada
entram	entram	entram
flash	flash	flash
forçado	forçado	forçado
fraude	fraude	fraude
fundada	fundada	fundada
fátima	fátima	fátima
galinha	galinha	galinha
hitl	hitler	hitler
imensa	imensa	imensa
jason	jason	jason
justa	justa	justa
ladrão	ladrão	ladrão
limitado	limitado	limitado
loira	loira	loira
mama	mama	mama
margen	margens	margens
melhora	melhora	melhora
metropolitana	metropolitana	metropolitana
milha	milhas	milhas
missa	missa	missa
monitoramento	monitoramento	monitoramento
montar	montar	montar
moura	moura	moura
mudei	mudei	mudei
observando	observando	observando
ocupada	ocupada	ocupada
old	old	old
ouço	ouço	ouço
preservar	preservar	preservar
procuram	procuram	procuram
quarenta	quarenta	quarenta
radic	radical	radical
residente	residentes	residentes | residente
separar	separar	separar
society	society	society
terrorista	terroristas	terroristas | terrorista
testar	testar	testar
tirei	tirei	tirei
transparência	transparência	transparência
unit	united	united
usava	usava	usava
usei	usei	usei
viola	viola	viola
vizinha	vizinha	vizinha
voltado	voltado	voltado
who	who	who
administrativo	administrativo	administrativo
aid	aids	aids
alcançou	alcançou	alcançou
andamento	andamento	andamento
anne	anne	anne
armado	armado	armado | armados
artístico	artístico	artístico
atacado	atacado	atacado
atualizado	atualizado	atualizado
batendo	batendo	batendo
batman	batman	batman
buscando	buscando	buscando
ca	ca	ca
centrais	centrais	centrais
colocada	colocada	colocada | colocadas
concordar	concordar	concordar
conseguia	conseguia	conseguia
conselheiro	conselheiro	conselheiro | conselheiros
consequentemente	consequentemente	consequentemente
defens	defensor	defensor
demonstração	demonstração	demonstração
destacar	destacar	destacar
deveríamo	deveríamos	deveríamos
diretore	diretores	diretores
disciplina	disciplina	disciplina | disciplinas
divertir	divertir	divertir
dobro	dobro	dobro
emissão	emissão	emissão
empréstimo	empréstimo	empréstimo | empréstimos
ensinou	ensinou	ensinou
esfera	esfera	esfera | esferas
estresse	estresse	estresse
eva	eva	eva
experimentar	experimentar	experimentar
extremo	extremo	extremo
fracasso	fracasso	fracasso
ganham	ganham	ganham
ganharam	ganharam	ganharam
grego	grego	grego | gregos
haveria	haveria	haveria
hollywood	hollywood	hollywood
intençõe	intenções	intenções
isabel	isabel	isabel
joseph	joseph	joseph
levada	levada	levada
luto	luto	luto
macho	macho	macho
mecânica	mecânica	mecânica
mágico	mágico	mágico
nega	nega	nega
negociação	negociação	negociação
nomeação	nomeação	nomeação
now	now	now
ocidente	ocidente	ocidente
operar	operar	operar
orient	oriental	oriental
possuir	possuir	possuir
poço	poço	poço
preocupaçõe	preocupações	preocupações
preparada	preparada	preparada
promot	promotor	promotor
propõe	propõe	propõe
queima	queima	queima
quiserem	quiserem	quiserem
racismo	racismo	racismo
radiação	radiação	radiação
rapp	rapper	rapper
refletir	refletir	refletir
regularmente	regularmente	regularmente
requ	requer	requer
selvagem	selvagem	selvagem
senadore	senadores	senadores
sentado	sentado	sentado
servem	servem	servem
sobrinho	sobrinho	sobrinho
socialista	socialista	socialista
south	south	south
sucedido	sucedido	sucedido
típico	típico	típico
viria	viria	viria
abc	abc	abc
acabado	acabado	acabado
acessível	acessível	acessível
acompanha	acompanha	acompanha
adequada	adequada	adequada
agrícola	agrícola	agrícola | agrícolas
aplicada	aplicada	aplicada
aproveite	aproveite	aproveite
aproxima	aproxima	aproxima
assista	assista	assista
barata	barata	barata | baratas
barro	barros	barros
batalhão	batalhão	batalhão
cobrar	cobrar	cobrar
colo	colo	colo
confirma	confirma	confirma
corda	corda	corda | cordas
cozinhar	cozinhar	cozinhar
céus	céus	céus
davi	davi	davi
deitar	deitar	deitar
diária	diária	diária | diárias
du	du	du
eficiente	eficiente	eficiente
entendimento	entendimento	entendimento
enviada	enviada	enviada | enviadas
eterna	eterna	eterna
fantasma	fantasma	fantasma | fantasmas
formam	formam	formam
freita	freitas	freitas
grana	grana	grana
helena	helena	helena
holanda	holanda	holanda
horr	horror	horror
ida	ida	ida
if	if	if
imigração	imigração	imigração
imperad	imperador	imperador
importar	importar	importar
inacreditável	inacreditável	inacreditável
incomoda	incomoda	incomoda
iniciado	iniciado	iniciado
iriam	iriam	iriam
irã	irã	irã
ivan	ivan	ivan
juliana	juliana	juliana
just	just	just
lesão	lesão	lesão
levei	levei	levei
look	look	look
make	make	make
masculina	masculina	masculina
matt	matt	matt
may	may	may
mello	mello	mello
navegação	navegação	navegação
negociar	negociar	negociar
nobel	nobel	nobel
ocasiõe	ocasiões	ocasiões
olhem	olhem	olhem
olímpico	olímpicos	olímpicos | olímpico
orlando	orlando	orlando
piauí	piauí	piauí
pq	pq	pq
protege	protege	protege
rachel	rachel	rachel
rato	rato	rato | ratos
recusa	recusa	recusa
registo	registo	registo | registos
registrado	registrado	registrado | registrados
secreta	secreta	secreta
secreto	secreto	secreto | secretos
selvagen	selvagens	selvagens
significativo	significativo	significativo
state	state	state
substituição	substituição	substituição
surgiram	surgiram	surgiram
tava	tava	tava
tendem	tendem	tendem
termin	terminal	terminal
tinta	tinta	tinta
ucrânia	ucrânia	ucrânia
vadia	vadia	vadia
verdadeiramente	verdadeiramente	verdadeiramente
war	war	war | wars
actividade	actividade	actividade | actividades
afeta	afeta	afeta
aluguel	aluguel	aluguel
andam	andam	andam
anderson	anderson	anderson
apelido	apelido	apelido
aprendizado	aprendizado	aprendizado
aprovou	aprovou	aprovou
assinou	assinou	assinou
ave	aves	aves | ave
capitais	capitais	capitais
carvão	carvão	carvão
casou	casou	casou
causado	causado	causado | causados
comet	cometer	cometer
construçõe	construções	construções
depósito	depósito	depósito | depósitos
desenvolvida	desenvolvida	desenvolvida | desenvolvidas
dirigido	dirigido	dirigido
dorme	dorme	dorme
durar	durar	durar
embaixo	embaixo	embaixo
emenda	emenda	emenda
esperam	esperam	esperam
estaremo	estaremos	estaremos
executar	executar	executar
existia	existia	existia
falaram	falaram	falaram
ficarem	ficarem	ficarem
filipina	filipinas	filipinas
first	first	first
gajo	gajo	gajo
galera	galera	galera
ginásio	ginásio	ginásio
hit	hit	hit
identificado	identificado	identificado | identificados
idoso	idosos	idosos
indonésia	indonésia	indonésia
inquérito	inquérito	inquérito
inspirado	inspirado	inspirado
ira	ira	ira
italiana	italiana	italiana
jessica	jessica	jessica
lama	lama	lama
lento	lento	lento
mantenha	mantenha	mantenha
matriz	matriz	matriz
michelle	michelle	michelle
mostrado	mostrado	mostrado
mérito	mérito	mérito
network	network	network
observa	observa	observa
oferecendo	oferecendo	oferecendo
osso	ossos	ossos | osso
pa	pa	pa
pauta	pauta	pauta
piano	piano	piano
preferência	preferência	preferência
queimar	queimar	queimar
quere	queres	queres
remov	remover	remover
representando	representando	representando
resolve	resolve	resolve
respirar	respirar	respirar
restriçõe	restrições	restrições
resíduo	resíduos	resíduos
rogério	rogério	rogério
salvou	salvou	salvou
sapato	sapatos	sapatos | sapato
sbt	sbt	sbt
sc	sc	sc
segui	segui	segui
selo	selo	selo
sir	sir	sir
soltar	soltar	soltar
sugestõe	sugestões	sugestões
tomado	tomado	tomado
tortura	tortura	tortura
trabalhado	trabalhado	trabalhado
traduzido	traduzido	traduzido
traição	traição	traição
transforma	transforma	transforma
trio	trio	trio
tóquio	tóquio	tóquio
violão	violão	violão
virtude	virtude	virtude
visando	visando	visando
voleibol	voleibol	voleibol
vosso	vosso	vosso | vossos
abrindo	abrindo	abrindo
aceitação	aceitação	aceitação
acreditava	acreditava	acreditava
afeganistão	afeganistão	afeganistão
aplicar	aplicar	aplicar
aproximar	aproximar	aproximar
aquisição	aquisição	aquisição
artística	artística	artística | artísticas
automaticamente	automaticamente	automaticamente
barba	barba	barba
boston	boston	boston
britânica	britânica	britânica
burro	burro	burro
cancelar	cancelar	cancelar
carrega	carrega	carrega
celso	celso	celso
cinza	cinza	cinza | cinzas
colocação	colocação	colocação
combina	combina	combina
comeu	comeu	comeu
compreende	compreende	compreende
constitui	constitui	constitui
consumidore	consumidores	consumidores
contínua	contínua	contínua
criatura	criatura	criatura | criaturas
decidido	decidido	decidido
demorou	demorou	demorou
depend	depender	depender
descanso	descanso	descanso
desemprego	desemprego	desemprego
destinado	destinado	destinado | destinados
deusa	deusa	deusa
deviam	deviam	deviam
divide	divide	divide
dólar	dólar	dólar
elaboração	elaboração	elaboração
emocionante	emocionante	emocionante
empregada	empregada	empregada
escolhi	escolhi	escolhi
espalhar	espalhar	espalhar
especializada	especializada	especializada
estabelece	estabelece	estabelece
estômago	estômago	estômago
excesso	excesso	excesso
expressõe	expressões	expressões
favorita	favorita	favorita
fechou	fechou	fechou
fotógrafo	fotógrafo	fotógrafo
fraca	fraca	fraca
funcionam	funcionam	funcionam
futura	futura	futura | futuras
garagem	garagem	garagem
governamentais	governamentais	governamentais
hd	hd	hd
hill	hill	hill
intensa	intensa	intensa
inveja	inveja	inveja
investidore	investidores	investidores
juntou	juntou	juntou
líquido	líquido	líquido
mencionado	mencionado	mencionado
mesquita	mesquita	mesquita
ministra	ministra	ministra
molho	molho	molho
nune	nunes	nunes
ocorrência	ocorrência	ocorrência
oposto	oposto	oposto
pmdb	pmdb	pmdb
portão	portão	portão
postagem	postagem	postagem
prevista	prevista	prevista
pudessem	pudessem	pudessem
pá	pá	pá
químico	químicos	químicos | químico
rebelde	rebeldes	rebeldes | rebelde
recomendo	recomendo	recomendo
referir	referir	referir
rumore	rumores	rumores
sabiam	sabiam	sabiam
saí	saí	saí
sentimo	sentimos	sentimos
separado	separados	separados | separado
soma	soma	soma
sonora	sonora	sonora
suportar	suportar	suportar
teclado	teclado	teclado
testemunho	testemunho	testemunho
trail	trailer	trailer
tribunais	tribunais	tribunais
vanessa	vanessa	vanessa
varga	vargas	vargas
vela	vela	vela | velas
vendendo	vendendo	vendendo
vendeu	vendeu	vendeu
viajando	viajando	viajando
abandonado	abandonado	abandonado
abandonou	abandonou	abandonou
acompanhando	acompanhando	acompanhando
adoção	adoção	adoção
afirmação	afirmação	afirmação
amava	amava	amava
apoia	apoia	apoia
aprendizagem	aprendizagem	aprendizagem
apresentad	apresentador	apresentador
atuando	atuando	atuando
barreira	barreira	barreira | barreiras
batata	batata	batata | batatas
beatriz	beatriz	beatriz
bronze	bronze	bronze
bruce	bruce	bruce
calça	calça	calça | calças
cana	cana	cana
causada	causada	causada
coca	coca	coca
completou	completou	completou
concreto	concreto	concreto
considero	considero	considero
cotidiano	cotidiano	cotidiano
criticar	criticar	criticar
culpado	culpado	culpado
curtir	curtir	curtir
defendendo	defendendo	defendendo
demissão	demissão	demissão
descendente	descendentes	descendentes
det	deter	deter
devagar	devagar	devagar
diagnóstico	diagnóstico	diagnóstico
diploma	diploma	diploma
doido	doido	doido
eletricidade	eletricidade	eletricidade
emma	emma	emma
encarar	encarar	encarar
escolhida	escolhida	escolhida
espere	espere	espere
esquadrão	esquadrão	esquadrão
estuda	estuda	estuda
facilidade	facilidade	facilidade
flávio	flávio	flávio
fortalec	fortalecer	fortalecer
fortuna	fortuna	fortuna
gerou	gerou	gerou
gravaçõe	gravações	gravações
impressõe	impressões	impressões
inútil	inútil	inútil
jay	jay	jay
laço	laços	laços
leandro	leandro	leandro
levante	levante	levante
ligue	ligue	ligue
limitada	limitada	limitada
lit	litoral	litoral
livrar	livrar	livrar
mando	mando	mando
mexicano	mexicano	mexicano
mineração	mineração	mineração
modalidade	modalidade	modalidade | modalidades
mort	mortal	mortal
muçulmano	muçulmanos	muçulmanos
nasci	nasci	nasci
nativo	nativos	nativos
nervosa	nervosa	nervosa
ocidentais	ocidentais	ocidentais
ombro	ombro	ombro | ombros
palestra	palestras	palestras | palestra
pano	pano	pano
parci	parcial	parcial
pasta	pasta	pasta
pedimo	pedimos	pedimos
planejado	planejado	planejado
praticar	praticar	praticar
prevenir	prevenir	prevenir
publica	publica	publica
páscoa	páscoa	páscoa
queixa	queixa	queixa
recebemo	recebemos	recebemos
roubado	roubado	roubado
sa	sa	sa
segurando	segurando	segurando
sermo	sermos	sermos
sonhar	sonhar	sonhar
trajetória	trajetória	trajetória
une	une	une
usina	usina	usina
vega	vegas	vegas
virada	virada	virada
acabo	acabo	acabo
acertar	acertar	acertar
afasta	afasta	afasta
algodão	algodão	algodão
alterar	alterar	alterar
alteração	alteração	alteração
aprendendo	aprendendo	aprendendo
ascensão	ascensão	ascensão
bacana	bacana	bacana
barbara	barbara	barbara
beijar	beijar	beijar
book	book	book
bárbara	bárbara	bárbara
cego	cego	cego
cerebr	cerebral	cerebral
claudia	claudia	claudia
coimbra	coimbra	coimbra
colônia	colônia	colônia
congo	congo	congo
consideram	consideram	consideram
contente	contente	contente
costumava	costumava	costumava
critica	critica	critica
cruel	cruel	cruel
culinária	culinária	culinária
definida	definida	definida | definidas
digam	digam	digam
dirigente	dirigentes	dirigentes | dirigente
dita	dita	dita
económica	económica	económica
entregou	entregou	entregou
escada	escada	escada | escadas
esclarec	esclarecer	esclarecer
esconde	esconde	esconde
escondido	escondido	escondido
escrevo	escrevo	escrevo
escritora	escritora	escritora
espanhóis	espanhóis	espanhóis
esquina	esquina	esquina
exportação	exportação	exportação
ferida	feridas	feridas | ferida
fizesse	fizesse	fizesse
florest	florestal	florestal
fugiu	fugiu	fugiu
geladeira	geladeira	geladeira
gratuita	gratuita	gratuita
hectare	hectares	hectares
hábito	hábitos	hábitos | hábito
ian	ian	ian
integridade	integridade	integridade
lentamente	lentamente	lentamente
liberação	liberação	liberação
maracanã	maracanã	maracanã
marta	marta	marta
massacre	massacre	massacre
melhoria	melhoria	melhoria | melhorias
mestrado	mestrado	mestrado
mineiro	mineiro	mineiro
mobilidade	mobilidade	mobilidade
morae	moraes	moraes
mudam	mudam	mudam
nation	national	national
nina	nina	nina
nu	nu	nu
nuven	nuvens	nuvens
onze	onze	onze
pagando	pagando	pagando
parcela	parcela	parcela
pedem	pedem	pedem
perfume	perfume	perfume
pergunte	pergunte	pergunte
praga	praga	praga
presta	presta	presta
provoca	provoca	provoca
reconstrução	reconstrução	reconstrução
registrou	registrou	registrou
religiõe	religiões	religiões
remoção	remoção	remoção
resistir	resistir	resistir
reta	reta	reta
revelação	revelação	revelação
rousseff	rousseff	rousseff
sampaio	sampaio	sampaio
segmento	segmento	segmento | segmentos
